MachineID,Date,Failure,RepairType,DowntimeHours
M061,2025-02-20,Y,,8
M008,2025-04-21,N,Major,11
M090,2025-06-13,N,Minor,1
M054,2025-05-28,Y,Major,8
M034,2025-03-29,N,Minor,15
M072,2025/02/14,Y,,3
M049,2025/03/08,Y,Minor,13
M087,2025/05/04,Y,,13
M022,2025-02-09,N,,4
M029,11-05-2025,Y,,4
M033,2025/06/01,Y,Major,3
M018,2025-04-13,N,Minor,5
M075,2025-01-16,N,,1
M084,2025/04/29,Y,,8
M099,2025/04/13,N,Minor,5
M055,2025/07/19,N,Major,12
M041,27-03-2025,N,Minor,11
M034,2025-01-22,N,Minor,4
M042,20-02-2025,N,,6
M068,19-04-2025,N,Minor,5
M092,2025/01/11,N,Major,15
M036,2025/01/02,N,Minor,2
M036,30-01-2025,N,Minor,9
M045,2025-04-20,Y,Major,5
M016,2025-03-22,N,Major,7
M057,2025/06/14,Y,Major,14
M013,2025/02/23,N,,1
M093,01-01-2025,N,,5
M097,2025-06-16,N,,1
M019,13-07-2025,Y,Minor,13
M052,2025/07/11,N,Minor,10
M056,2025-02-11,N,,9
M054,2025-04-22,Y,Minor,6
M029,2025/03/27,N,Minor,10
M058,2025-02-18,N,,10
M026,15-07-2025,Y,,11
M016,01-03-2025,N,Minor,15
M096,2025-02-22,Y,Major,12
M076,2025-02-24,N,Minor,8
M063,2025/06/20,N,Major,7
M093,28-06-2025,Y,Major,2
M011,2025/07/13,Y,Major,8
M004,26-02-2025,Y,Minor,9
M004,2025-03-13,Y,,8
M024,2025-06-28,N,,3
M055,06-01-2025,Y,,2
M004,2025-05-13,Y,Minor,10
M012,2025/05/29,N,Minor,9
M055,2025-01-26,N,Minor,14
M086,2025/07/09,Y,Major,15
M036,01-06-2025,Y,,10
M007,2025-02-21,Y,,6
M079,2025-06-30,Y,Major,15
M002,05-01-2025,Y,Minor,6
M050,2025-02-15,Y,Major,15
M012,2025/06/04,Y,Major,9
M083,05-01-2025,Y,Major,4
M001,2025-05-13,N,Minor,13
M022,01-04-2025,Y,Major,12
M007,2025-07-12,N,Minor,3
M071,18-04-2025,N,,4
M067,2025/03/07,Y,Major,6
M030,28-01-2025,N,Minor,11
M043,2025-07-12,N,Minor,5
M016,2025-01-13,Y,Minor,10
M074,2025/04/16,Y,Minor,4
M012,2025-03-29,N,,3
M034,2025/03/26,N,,6
M065,2025-05-06,Y,Major,3
M083,2025-06-08,N,Major,2
M054,18-01-2025,Y,Major,15
M096,2025/04/29,Y,,10
M001,2025-07-01,N,,4
M071,2025-02-01,Y,Minor,14
M070,2025-07-05,Y,Major,13
M031,2025/03/18,N,Minor,15
M058,2025-01-05,N,Major,11
M043,2025-07-01,Y,,14
M016,2025/06/06,Y,,15
M049,2025/03/29,Y,Major,4
M098,2025-01-06,N,Minor,7
M025,2025/02/27,N,Major,11
M031,2025/04/23,N,Minor,14
M058,09-03-2025,Y,Minor,3
M027,2025-07-14,N,Major,14
M055,04-04-2025,Y,Major,11
M055,2025-04-30,N,,6
M021,2025/02/03,Y,,15
M009,14-05-2025,Y,,15
M080,2025/05/20,N,Major,8
M079,2025-04-29,N,Major,15
M046,2025/03/11,Y,Minor,10
M073,14-05-2025,Y,Minor,11
M038,2025-05-09,Y,Minor,15
M054,13-02-2025,Y,Minor,4
M002,22-02-2025,Y,Major,4
M008,01-03-2025,N,Minor,6
M094,2025/04/04,Y,,14
M085,2025/03/22,Y,Minor,14
M095,2025-02-23,N,,14
M073,2025-05-23,N,Major,1
M001,2025/01/27,N,,15
M047,2025-02-14,N,,10
M008,21-04-2025,Y,,5
M085,2025/06/11,Y,Minor,5
M091,2025-01-14,N,,10
M007,2025-06-25,N,Major,11
M077,2025/06/23,N,,1
M030,2025-06-10,N,Minor,8
M033,04-01-2025,Y,,1
M023,2025/02/22,N,,10
M056,25-04-2025,N,Minor,6
M094,2025-07-15,N,,14
M029,2025-01-23,Y,Major,11
M080,2025-01-27,N,,5
M049,2025/04/28,Y,Major,13
M053,2025/01/31,N,,8
M042,15-01-2025,N,Major,10
M062,2025/02/04,N,Major,15
M021,2025-04-22,Y,,11
M006,29-03-2025,N,,5
M072,2025-03-03,Y,Major,2
M009,2025/03/10,N,Major,11
M012,24-04-2025,N,Minor,8
M057,2025/03/04,Y,,11
M097,2025-02-09,Y,,4
M002,2025/06/20,N,Minor,14
M064,2025-05-18,N,,6
M063,29-06-2025,Y,Major,5
M099,2025-02-27,N,Major,2
M086,2025/06/07,N,Major,5
M075,17-01-2025,Y,,4
M058,2025-04-07,Y,,14
M086,2025/04/07,Y,Major,7
M083,2025-02-25,N,Major,6
M088,19-04-2025,Y,Major,13
M029,12-05-2025,N,Minor,13
M059,2025/05/23,N,Minor,6
M068,21-06-2025,N,Major,4
M029,2025-02-24,Y,Major,14
M081,2025/04/02,Y,Major,1
M007,2025-02-21,N,Minor,11
M016,2025-05-18,Y,Major,15
M030,13-02-2025,N,Minor,12
M038,2025/06/16,N,,7
M006,2025/07/06,N,Major,11
M061,2025/03/08,N,Major,13
M023,2025-04-14,N,Major,12
M013,18-04-2025,Y,Minor,6
M038,2025-07-19,Y,Major,10
M054,2025-06-29,N,,10
M073,2025-05-10,N,Major,13
M084,2025/03/27,N,Major,7
M043,2025-02-06,N,Major,13
M033,27-01-2025,Y,Major,12
M004,2025/05/10,Y,Major,1
M012,2025/03/10,Y,Minor,7
M079,2025/04/21,N,Minor,4
M047,2025-04-08,N,Minor,4
M079,2025-01-05,Y,,10
M061,01-06-2025,Y,Minor,4
M044,20-02-2025,N,Major,11
M079,2025/04/28,N,,15
M075,2025-03-18,Y,Minor,8
M027,2025/03/31,N,,13
M048,04-02-2025,N,,6
M051,2025/02/12,Y,Minor,1
M002,15-06-2025,Y,,3
M078,2025/07/01,N,,14
M031,2025/03/21,N,Minor,1
M057,2025-03-17,N,Major,4
M026,2025/04/24,Y,,6
M030,05-06-2025,N,Major,14
M020,2025/05/24,N,,9
M007,2025/07/16,Y,Minor,6
M047,2025/05/08,N,Minor,12
M037,2025-03-23,Y,,8
M047,2025-05-18,N,Minor,15
M060,15-05-2025,Y,Minor,4
M065,2025/06/14,Y,Major,10
M086,2025/02/20,N,Minor,3
M033,2025-05-08,N,,1
M013,2025/06/19,Y,Major,13
M097,08-07-2025,Y,,11
M061,03-06-2025,N,,2
M022,01-03-2025,N,Minor,5
M046,10-02-2025,Y,Minor,12
M087,2025/06/24,Y,Minor,15
M059,03-03-2025,Y,,8
M064,20-04-2025,Y,Major,13
M009,25-03-2025,Y,Major,4
M045,13-05-2025,N,,9
M087,2025/04/21,Y,Minor,15
M066,08-06-2025,Y,Minor,11
M087,2025-01-12,Y,,5
M070,2025-06-14,N,,9
M049,2025-03-31,Y,Minor,4
M041,2025-05-21,N,Major,6
M006,2025-05-26,Y,,4
M028,2025/02/05,Y,Major,2
M003,28-01-2025,Y,Major,7
M018,2025/04/06,N,Minor,10
M098,2025/03/28,Y,,13
M037,2025-04-15,Y,Major,1
M090,08-04-2025,N,Minor,14
M047,05-02-2025,Y,,2
M058,2025/01/11,Y,,2
M010,2025-03-20,N,,10
M051,2025/03/31,Y,Minor,5
M097,2025/05/22,Y,Minor,4
M041,2025-04-19,N,Minor,8
M032,23-01-2025,N,,9
M072,2025-03-16,Y,Minor,3
M098,01-06-2025,N,,13
M089,2025/02/07,N,Minor,2
M022,2025/03/12,N,Major,5
M013,17-05-2025,Y,Major,13
M050,2025/04/08,Y,,15
M054,07-02-2025,N,,8
M029,2025-02-13,Y,Minor,10
M026,16-06-2025,Y,,15
M041,2025/01/11,Y,Major,8
M034,2025-06-28,Y,,13
M030,29-03-2025,N,,11
M034,2025-03-08,Y,,3
M095,16-06-2025,Y,Major,3
M033,2025/06/08,N,Minor,9
M059,2025/06/29,N,Minor,14
M002,2025-06-10,N,,8
M001,13-03-2025,N,,2
M024,2025-03-22,Y,,2
M072,24-02-2025,Y,Minor,3
M051,2025/04/23,Y,Minor,4
M076,2025-05-21,Y,Major,15
M044,2025/04/27,N,Major,6
M022,2025/01/31,N,Minor,4
M073,12-01-2025,N,Minor,13
M090,2025-01-26,Y,Major,6
M093,25-05-2025,Y,Minor,6
M030,2025/02/07,N,,7
M030,2025/03/14,Y,Minor,4
M038,2025-05-13,Y,,10
M041,14-04-2025,N,,15
M037,2025/05/31,Y,Major,15
M057,21-05-2025,N,,1
M070,2025/03/21,N,Minor,12
M023,2025/02/08,Y,Major,4
M083,2025-06-25,N,,3
M066,06-05-2025,Y,Minor,10
M029,31-05-2025,N,,6
M079,2025-05-02,N,,9
M018,19-07-2025,N,,1
M050,2025/04/15,Y,Major,6
M086,06-01-2025,Y,,11
M039,2025/04/05,Y,,2
M081,2025-02-13,Y,,15
M004,26-01-2025,N,,15
M025,2025-04-12,N,,1
M001,2025/01/28,Y,Minor,15
M063,30-05-2025,Y,Minor,7
M078,01-01-2025,N,Major,5
M058,2025-04-28,Y,,2
M016,2025-07-18,Y,,1
M022,2025-04-28,Y,Major,14
M069,2025/05/03,Y,,11
M060,10-04-2025,Y,Minor,7
M063,19-06-2025,N,,8
M045,2025-01-10,Y,Minor,5
M099,2025-02-22,Y,Major,3
M089,03-06-2025,N,,15
M042,2025-02-17,N,Minor,6
M062,04-01-2025,N,Major,12
M059,2025/04/27,N,,6
M035,2025-05-03,Y,Major,9
M031,2025/01/20,N,Major,5
M023,26-02-2025,Y,Minor,13
M076,19-04-2025,N,Minor,11
M096,2025-01-20,Y,Minor,8
M082,03-05-2025,Y,,4
M035,02-01-2025,Y,Major,10
M043,16-06-2025,N,,5
M031,27-01-2025,N,,2
M096,2025-01-03,N,,2
M003,2025-07-05,N,,15
M013,10-03-2025,N,Minor,8
M085,2025/03/21,Y,Major,6
M061,2025/06/26,N,,11
M001,08-05-2025,Y,,15
M086,2025/07/16,Y,,1
M081,2025-02-26,N,Major,8
M073,2025/04/11,Y,Minor,4
M001,2025/04/18,Y,Major,7
M090,2025/02/11,N,,10
M048,2025-07-19,Y,Major,2
M049,21-02-2025,N,,1
M073,13-01-2025,Y,,3
M035,07-05-2025,N,Minor,10
M097,24-03-2025,Y,Minor,11
M023,2025/03/06,Y,,3
M053,2025-03-22,N,Major,6
M021,24-02-2025,N,Minor,11
M018,2025/05/26,Y,Major,10
M044,2025/04/17,Y,Minor,15
M029,03-06-2025,N,Major,12
M081,2025-06-08,Y,Major,1
M085,2025-05-20,Y,,15
M050,2025/03/27,Y,,13
M015,2025/03/16,Y,Minor,7
M052,2025-06-22,N,Major,4
M050,2025/06/16,Y,Major,14
M100,2025/06/21,N,,6
M062,2025/07/04,N,Minor,11
M023,2025/02/07,Y,Minor,10
M083,31-05-2025,N,,13
M098,18-07-2025,Y,,6
M019,2025-06-03,Y,Major,1
M019,27-04-2025,N,Minor,7
M077,2025-05-10,N,,13
M019,2025/01/14,N,Minor,6
M066,2025/03/15,N,Minor,2
M089,12-07-2025,N,,11
M004,2025/03/09,Y,Major,6
M093,2025/06/15,Y,Major,9
M036,19-02-2025,N,,1
M064,2025/06/26,N,,5
M055,2025-05-14,N,Major,7
M061,2025/02/16,N,Minor,13
M065,02-06-2025,N,Major,15
M008,2025-01-22,N,Major,7
M028,2025/01/11,Y,Major,4
M090,19-06-2025,Y,Major,2
M096,2025/04/28,Y,,5
M042,2025/05/06,N,Major,15
M008,2025-02-06,Y,,15
M089,2025-05-04,N,Minor,14
M094,23-05-2025,Y,Major,12
M085,2025-04-11,N,Major,12
M061,2025/05/22,N,,15
M093,28-06-2025,Y,Major,2
M024,2025-06-29,N,Major,7
M010,03-05-2025,Y,Major,4
M064,2025-04-11,Y,Major,10
M018,2025-04-26,N,Major,4
M002,26-04-2025,N,,7
M055,2025-01-25,N,Minor,3
M062,2025-05-10,N,,6
M098,2025/07/02,N,Minor,11
M022,2025/04/15,Y,Minor,7
M088,11-07-2025,N,Minor,6
M053,17-04-2025,Y,Major,6
M081,2025/04/14,Y,,10
M074,28-05-2025,N,Major,1
M035,09-06-2025,N,Minor,9
M097,2025/06/05,Y,Minor,13
M094,07-04-2025,Y,,2
M047,2025-06-16,Y,Minor,14
M065,2025/01/25,N,,2
M014,20-02-2025,N,Major,9
M099,2025-03-14,N,,13
M010,2025/03/29,Y,,15
M085,06-02-2025,N,Minor,15
M067,2025-02-22,Y,Major,10
M079,2025/05/11,N,Minor,15
M002,02-04-2025,N,Major,1
M060,2025/04/09,Y,Major,14
M077,29-01-2025,N,Minor,6
M088,24-05-2025,N,Major,13
M050,06-04-2025,N,Minor,11
M072,19-07-2025,N,Minor,3
M049,2025-04-20,N,,11
M081,2025/04/28,N,Minor,14
M094,03-05-2025,N,Minor,4
M079,2025-07-14,Y,Minor,14
M017,2025/01/04,Y,Minor,10
M029,28-01-2025,N,,9
M060,14-06-2025,Y,Major,15
M061,2025-03-05,N,Major,15
M008,2025/02/06,Y,Minor,14
M075,2025/04/06,Y,,4
M023,2025/06/01,Y,Major,6
M081,2025/01/09,N,Minor,14
M051,2025-07-05,Y,,6
M086,2025/07/04,Y,Minor,4
M003,15-07-2025,Y,Minor,3
M005,15-04-2025,Y,,15
M004,2025/05/23,Y,Major,7
M083,2025/05/11,Y,Minor,7
M051,2025-06-23,N,,2
M018,2025-03-16,Y,,2
M047,2025/07/01,N,,10
M026,2025-01-22,N,,3
M036,2025/06/05,N,Major,12
M051,01-02-2025,N,,15
M006,2025-06-15,Y,,2
M022,2025/01/04,Y,,4
M034,2025/06/13,Y,Minor,4
M005,2025/07/05,N,Minor,8
M053,2025/02/26,N,Major,11
M058,22-05-2025,N,,5
M027,12-07-2025,Y,,12
M091,2025/03/04,Y,Minor,13
M100,2025-01-05,Y,,9
M002,09-05-2025,Y,Major,15
M093,2025-05-09,Y,Major,1
M014,2025-03-10,Y,Minor,9
M026,2025/02/15,N,,12
M065,09-05-2025,Y,,11
M046,06-02-2025,Y,,13
M093,04-04-2025,N,Minor,12
M028,2025-04-13,Y,,6
M046,2025-06-12,Y,,9
M076,16-02-2025,Y,Major,14
M075,06-01-2025,Y,Major,6
M008,23-05-2025,Y,,11
M071,2025/01/23,N,,7
M091,12-03-2025,N,Major,1
M051,22-04-2025,N,Major,14
M058,2025-05-22,N,Minor,9
M021,23-01-2025,Y,Major,14
M003,2025/03/24,N,Minor,2
M042,2025/05/04,Y,Major,2
M057,2025-04-25,Y,Major,13
M098,2025/07/09,Y,Major,13
M029,06-07-2025,N,Minor,10
M069,05-06-2025,Y,Minor,13
M029,2025/01/28,Y,Major,7
M046,15-01-2025,N,Major,2
M048,2025/03/11,N,Minor,6
M039,15-04-2025,Y,Major,13
M008,2025/02/05,N,Minor,14
M060,2025/03/10,N,Major,5
M028,06-04-2025,N,Major,1
M090,04-07-2025,N,Minor,14
M044,2025/05/05,Y,,5
M027,2025/07/08,N,Major,5
M013,2025-07-08,Y,,9
M079,03-06-2025,N,Major,1
M001,2025/06/12,N,Minor,10
M033,2025-05-03,N,Major,2
M006,2025-01-09,Y,Minor,13
M092,2025/04/16,N,,2
M002,2025-02-21,Y,,7
M015,11-06-2025,N,Major,3
M070,2025/06/29,Y,Minor,14
M043,15-07-2025,N,,8
M024,2025-06-27,Y,Minor,14
M072,2025/02/24,N,Major,2
M092,2025/04/01,Y,Major,9
M039,22-04-2025,Y,Major,2
M084,12-04-2025,Y,,12
M025,2025-01-25,N,Minor,13
M015,2025/04/02,Y,,6
M020,2025/07/12,Y,Major,14
M060,2025/05/29,Y,Minor,9
M022,2025-05-27,Y,Major,14
M043,2025/06/06,N,Minor,10
M027,2025-03-19,Y,,2
M056,2025-07-18,Y,Major,8
M057,2025/04/23,Y,Major,10
M066,2025/02/19,Y,Minor,10
M090,2025/06/04,Y,Major,7
M072,2025/05/22,Y,,7
M058,2025-04-15,N,Minor,6
M032,2025/06/22,N,,4
M092,2025-01-29,N,,10
M013,06-01-2025,Y,,4
M091,04-03-2025,Y,Major,9
M012,2025/02/04,Y,,15
M027,2025-06-22,N,Major,2
M071,2025-07-06,Y,Major,12
M066,2025/05/12,N,Major,12
M080,2025/03/31,N,,5
M085,2025/01/27,N,Major,4
M065,2025/01/03,N,Minor,11
M035,2025/03/15,Y,,2
M050,2025/01/18,Y,,1
M081,2025-05-31,Y,,8
M082,2025-05-04,N,Major,11
M012,29-03-2025,Y,Major,3
M048,10-03-2025,N,Minor,5
M070,2025-03-11,N,Minor,1
M031,2025-04-04,N,Major,3
M040,15-05-2025,N,Major,14
M085,2025/03/16,Y,Major,8
M027,2025/04/15,Y,Minor,3
M022,2025-01-20,Y,Major,15
M083,2025/06/29,Y,,8
M013,2025-02-19,Y,Major,1
M036,2025/04/26,N,,10
M029,04-03-2025,N,Major,4
M026,2025/02/05,Y,Minor,8
M063,2025-03-23,N,Major,9
M056,19-07-2025,N,,9
M032,2025/07/15,N,Major,5
M093,2025/05/31,Y,Minor,13
M038,26-05-2025,Y,Major,8
M086,2025-06-14,N,Minor,2
M020,2025-03-02,Y,Major,9
M008,08-01-2025,Y,Major,14
M018,2025/01/18,Y,Major,8
M068,28-06-2025,N,Minor,14
M039,2025-05-02,N,,1
M016,2025/06/04,Y,,8
M014,10-01-2025,N,,13
M038,12-05-2025,N,Minor,5
M087,28-01-2025,Y,Minor,7
M053,2025-02-02,Y,Major,4
M018,2025-06-26,Y,,7
M089,30-04-2025,Y,,15
M020,2025/02/23,N,Major,13
M005,20-06-2025,Y,Major,10
M029,2025-05-30,N,,13
M046,2025/01/10,N,,3
M005,2025/05/07,N,,7
M086,2025-04-16,N,Minor,7
M042,2025-02-13,N,Major,1
M044,2025-05-14,Y,,7
M084,18-06-2025,Y,,14
M067,27-03-2025,Y,Minor,11
M027,2025-07-02,Y,Minor,7
M080,2025/06/21,N,,6
M095,2025/05/13,Y,,13
M073,25-04-2025,Y,Minor,13
M059,2025/04/16,N,Major,11
M055,2025/03/28,N,,1
M099,2025-05-29,Y,,8
M093,2025/06/24,N,Minor,7
M065,2025/01/28,N,Minor,2
M021,2025/07/01,Y,Minor,10
M005,2025/03/30,Y,Major,2
M098,15-05-2025,Y,Minor,7
M073,2025-06-12,Y,Minor,1
M003,2025-07-19,N,Minor,2
M077,2025-06-03,N,,5
M089,2025/01/20,Y,Major,15
M009,26-03-2025,Y,Minor,14
M057,2025/05/06,Y,Major,1
M052,23-06-2025,N,,11
M031,2025/06/27,N,Major,3
M024,2025-04-02,N,Minor,2
M016,2025/03/24,Y,Minor,12
M042,2025/05/15,Y,Minor,8
M067,11-07-2025,N,Minor,4
M004,06-04-2025,Y,Minor,3
M096,2025-05-30,Y,,9
M033,2025/05/16,N,Minor,4
M048,2025-02-10,N,,3
M092,2025-01-25,Y,Major,8
M034,03-02-2025,N,,11
M038,10-01-2025,N,,1
M044,2025-06-24,N,Minor,12
M057,2025/06/04,Y,,2
M017,17-02-2025,Y,Major,13
M094,2025-01-08,N,Minor,13
M097,2025-02-28,Y,Major,12
M093,2025/05/04,Y,Minor,1
M031,2025-06-01,N,Major,6
M004,2025-03-15,N,Minor,3
M009,2025-07-10,Y,,15
M071,2025/05/12,N,Minor,1
M004,2025/07/17,Y,,14
M090,2025/05/29,N,Minor,6
M042,2025-03-08,Y,Major,10
M093,2025/04/02,N,Major,7
M046,2025/02/08,N,Minor,14
M001,2025-05-14,N,Minor,9
M055,2025/03/07,Y,,3
M032,2025-05-28,N,Major,3
M081,2025/03/05,Y,Minor,6
M016,2025-04-10,Y,Minor,4
M068,2025-03-14,Y,Major,4
M086,2025-01-26,Y,,10
M081,28-02-2025,Y,,10
M059,2025/02/25,N,,9
M054,2025-01-27,Y,,13
M099,2025/04/30,N,Minor,1
M053,2025/01/27,Y,,3
M012,17-02-2025,N,Major,7
M003,10-04-2025,Y,Major,1
M099,2025-04-17,Y,,8
M028,07-03-2025,N,Minor,12
M065,2025-04-10,Y,Major,7
M066,2025-03-26,Y,,7
M090,2025-05-25,Y,Minor,2
M076,2025/06/12,Y,Major,6
M059,14-06-2025,Y,,5
M060,2025-06-30,Y,Minor,3
M035,2025/04/27,Y,,8
M056,29-06-2025,Y,Major,10
M080,06-04-2025,Y,Major,15
M067,2025/03/29,N,Minor,2
M051,2025-05-18,Y,Minor,10
M043,08-02-2025,Y,Major,7
M007,26-03-2025,N,Minor,8
M069,17-05-2025,N,Major,5
M010,2025/03/12,Y,Minor,15
M095,07-06-2025,N,,6
M003,2025/03/17,Y,,15
M093,04-04-2025,Y,Major,9
M076,03-05-2025,Y,Minor,4
M072,2025/04/18,N,,13
M078,2025-06-15,Y,Major,11
M060,2025/06/25,N,,4
M027,15-03-2025,N,,9
M041,2025/02/02,Y,Minor,8
M038,03-04-2025,N,,15
M029,2025-04-18,Y,Minor,1
M009,2025/03/13,N,Major,10
M093,2025/04/06,Y,Minor,13
M080,2025/01/26,Y,Minor,9
M066,2025-05-03,N,Minor,4
M052,2025/01/30,N,Minor,4
M011,06-04-2025,N,Minor,6
M076,08-01-2025,N,Minor,7
M027,2025/05/13,Y,Major,10
M007,30-04-2025,N,,3
M062,2025/02/20,N,Major,3
M058,2025-03-23,N,Major,1
M006,2025/03/04,Y,Major,11
M086,21-03-2025,N,Major,10
M076,2025-05-06,N,,1
M010,26-02-2025,N,,12
M031,2025/04/11,Y,,10
M012,2025-03-31,N,,4
M009,22-04-2025,N,Major,5
M018,31-01-2025,Y,Major,5
M015,2025/03/18,N,,10
M056,2025-03-30,N,Major,7
M033,06-06-2025,N,Major,1
M014,2025-03-18,N,,6
M092,07-02-2025,N,Major,2
M041,2025/06/29,N,,3
M020,14-02-2025,Y,Minor,4
M071,2025-02-01,Y,,15
M006,2025-04-29,N,Minor,7
M054,2025-03-06,N,,1
M016,21-02-2025,Y,,5
M099,2025-02-15,Y,,12
M006,2025/07/04,N,Major,14
M069,2025-05-18,Y,Minor,10
M030,2025-05-03,N,,10
M025,2025-03-13,Y,,15
M020,2025-04-09,Y,,9
M077,2025-03-04,Y,,7
M024,2025/01/04,N,Major,9
M016,2025-03-09,N,,10
M070,29-01-2025,Y,Major,1
M098,2025/06/24,N,Major,7
M009,2025-04-29,Y,Major,6
M030,2025/07/13,N,Minor,8
M087,2025-04-16,N,,10
M073,2025/07/19,Y,,4
M077,26-03-2025,Y,,5
M042,2025/01/23,N,Major,6
M049,09-04-2025,N,,7
M085,2025-02-24,N,,4
M076,2025/03/16,N,Minor,9
M074,2025-02-17,Y,,7
M099,2025-05-10,Y,Minor,6
M076,2025/02/02,Y,Minor,6
M006,2025-07-15,Y,Minor,1
M082,2025-05-01,N,,11
M014,2025/07/09,Y,Major,12
M063,2025/06/10,Y,Minor,14
M033,06-02-2025,Y,Minor,13
M089,2025/07/11,N,Minor,2
M013,2025/03/03,N,Major,9
M016,24-02-2025,N,Minor,7
M027,2025-06-13,N,Major,11
M052,04-07-2025,Y,,7
M076,27-01-2025,N,Minor,1
M028,2025/04/17,Y,Major,4
M052,02-02-2025,N,,3
M059,2025/03/16,Y,Minor,1
M092,2025-07-10,N,Minor,15
M027,10-02-2025,N,Major,1
M022,2025/05/19,Y,Major,14
M020,29-05-2025,Y,,5
M050,2025-06-30,Y,Major,3
M056,22-03-2025,Y,Minor,2
M069,2025/06/07,Y,,2
M025,2025-06-05,Y,Major,4
M077,2025-05-10,N,,5
M098,2025/02/27,Y,Minor,8
M002,2025-06-21,N,,1
M018,2025/06/19,N,,8
M060,16-02-2025,N,Major,13
M042,27-06-2025,Y,,5
M035,2025-02-10,N,Major,9
M087,21-03-2025,N,,12
M042,22-01-2025,Y,Minor,5
M020,2025-07-09,Y,Minor,5
M060,2025-05-12,N,Major,13
M096,2025-07-03,N,,8
M085,15-03-2025,Y,,12
M074,2025/05/02,Y,,9
M064,20-02-2025,N,Minor,12
M089,08-04-2025,Y,Major,7
M088,05-04-2025,N,,4
M094,2025-02-28,Y,Major,10
M001,23-02-2025,N,Major,1
M052,2025-04-20,N,,4
M062,07-07-2025,Y,,8
M006,2025-04-10,N,Major,5
M055,2025/04/01,Y,,13
M076,2025/01/08,N,Major,3
M035,2025-02-03,N,Minor,3
M063,2025/02/05,Y,Major,11
M074,2025-01-10,Y,Minor,11
M032,2025-01-12,N,,12
M083,2025/02/16,Y,Major,10
M020,2025/05/15,N,Major,5
M061,2025-01-24,N,,15
M005,2025/06/15,N,,8
M093,2025/02/05,Y,,5
M039,15-05-2025,N,Major,4
M040,14-07-2025,N,Major,1
M086,14-07-2025,N,,8
M093,2025/04/19,N,,8
M055,23-03-2025,Y,,9
M093,06-02-2025,N,Major,9
M060,09-02-2025,N,,10
M043,2025/01/12,Y,,8
M056,2025/04/29,Y,Major,12
M045,2025-07-17,N,Major,5
M015,2025/05/07,Y,Major,1
M062,01-07-2025,N,,6
M098,2025-03-24,Y,Minor,14
M060,2025/05/12,N,,4
M023,2025-02-23,Y,Major,12
M038,2025-02-19,N,,6
M096,2025/06/03,Y,Major,10
M049,04-07-2025,Y,Major,8
M011,2025-06-28,N,,13
M029,2025-03-17,N,,13
M009,2025/06/15,Y,Minor,2
M055,06-02-2025,N,Minor,4
M007,10-04-2025,Y,,9
M070,2025-01-03,N,Minor,1
M035,2025-05-05,Y,Minor,14
M028,01-01-2025,N,Major,8
M041,2025-01-21,Y,Minor,1
M083,2025-01-25,Y,Minor,9
M091,2025/06/14,Y,Minor,3
M067,2025-06-24,Y,Major,7
M037,2025/02/12,N,,10
M091,2025/03/25,N,Major,14
M068,2025/04/14,Y,Major,3
M004,2025-03-30,N,Major,6
M095,2025-02-06,Y,Major,13
M024,2025/07/14,N,Major,4
M094,2025-02-26,N,Minor,15
M086,10-04-2025,Y,,9
M093,15-07-2025,N,Minor,14
M013,2025/02/09,N,Major,4
M059,2025-04-01,Y,,6
M069,12-07-2025,Y,Minor,10
M044,2025-03-14,N,Major,7
M017,2025/05/29,N,Major,8
M028,2025-02-25,N,Major,1
M009,20-04-2025,N,Major,5
M098,2025/05/06,Y,Minor,1
M099,2025-03-06,N,,14
M059,2025/02/11,N,,6
M054,18-04-2025,N,Minor,1
M065,2025/02/07,Y,Minor,7
M025,2025-05-24,N,Minor,9
M044,11-06-2025,N,Minor,11
M057,21-06-2025,Y,Major,12
M100,11-07-2025,N,Major,9
M065,27-04-2025,N,Minor,6
M058,2025/03/21,N,,6
M021,2025/06/23,N,Minor,14
M062,2025-01-31,N,Minor,2
M039,2025/06/11,Y,,2
M085,2025-07-15,N,Minor,2
M002,2025-07-16,Y,Minor,3
M027,2025-04-13,Y,,12
M029,03-05-2025,N,Major,4
M099,10-07-2025,N,Minor,14
M041,13-06-2025,Y,Major,11
M095,2025-03-16,Y,Major,2
M060,18-03-2025,Y,Minor,11
M061,2025/04/18,N,,15
M040,2025-06-17,Y,Minor,7
M031,2025-01-13,Y,Minor,11
M069,19-02-2025,Y,Minor,2
M095,29-01-2025,N,Minor,3
M096,10-04-2025,Y,,1
M081,01-04-2025,Y,,10
M051,2025/05/29,N,Minor,9
M008,21-06-2025,N,Major,13
M079,2025-04-18,N,,5
M066,2025-01-23,N,Major,5
M074,26-05-2025,Y,Major,15
M057,2025-02-25,Y,Major,10
M008,2025-07-05,Y,,11
M071,2025-03-22,Y,,3
M093,05-06-2025,Y,,13
M090,2025/03/23,Y,,8
M041,2025-04-12,Y,Major,14
M087,2025-02-20,N,Major,5
M096,2025-01-01,N,,8
M008,30-01-2025,Y,Minor,8
M043,2025-02-21,N,,2
M024,2025/04/30,N,Major,7
M054,27-01-2025,N,Minor,7
M076,2025/04/12,N,,9
M011,2025/05/25,Y,Major,4
M032,2025-03-20,Y,Minor,8
M044,2025-06-15,N,Major,5
M084,2025-03-29,Y,Major,14
M046,2025/03/30,N,Minor,1
M099,17-03-2025,Y,,8
M016,2025-03-28,Y,Major,14
M054,2025-04-24,N,Minor,1
